employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
535,Arly,Huglin,6/20/1950,Transsexual,Asian,Sales Associate,Human Resources,9/11/2013,5/19/2005,87331.14,96.38,22.61,Monthly,0.43,193-55-3981,4216 Mallard Hill,Slobidka,,,201-625-2254,Arly Huglin,875-626-6020,Widowed,Arly Huglin,1,High School,21,4.95,false,true
536,Innis,Feronet,4/19/1996,Trans Person,Hispanic,Financial Analyst,Business Development,10/23/2009,10/13/2021,27969.98,58.43,65.88,Bi-weekly,0.81,201-23-3609,0136 6th Point,Sandovo,,171750,390-556-9917,Innis Feronet,653-374-1163,Widowed,Innis Feronet,1,Bachelor's Degree,14,4.3,true,false
537,Irma,Blinman,5/19/1950,Gender Nonconforming,Asian,Professor,Human Resources,4/8/2009,2/1/2014,154754.89,29.27,69.25,Bi-weekly,0.47,874-64-2080,91 Golf Course Pass,Nagasaki-shi,,852-8005,591-947-0340,Irma Blinman,770-446-0285,Widowed,Irma Blinman,10,Master's Degree,38,1.53,true,false
538,Brigit,Mussen,6/30/1952,Transmasculine,White,Tax Accountant,Services,10/19/2019,10/1/2003,186000.19,76.52,84.83,Weekly,0.01,424-39-0616,81572 Vidon Circle,Xinquan,,,615-845-7192,Brigit Mussen,625-606-5298,Divorced,Brigit Mussen,10,Doctorate,42,2.84,true,false
539,Elberta,Sturgis,7/2/1990,Cis,Other,Help Desk Technician,Research and Development,5/30/2018,9/5/2000,32573.09,67.54,40.41,Bi-weekly,0.59,515-93-9354,58818 Northland Circle,Łanięta,,99-306,416-186-7753,Elberta Sturgis,837-889-0334,Single,Elberta Sturgis,6,High School,30,3.26,true,true
540,Bradly,Daintree,2/16/1977,Other,Other,Computer Systems Analyst IV,Accounting,7/1/2021,1/2/2020,51323.34,53.9,13.27,Weekly,0.06,567-87-9815,5 Dorton Center,Dieppe,NB,E1A,971-852-5806,Bradly Daintree,477-430-1248,Widowed,Bradly Daintree,9,Associate's Degree,10,2.01,true,false
541,Phip,Caghy,11/10/1981,Cis Man,Hispanic,Help Desk Operator,Training,7/27/2021,10/14/2019,63494.8,45.36,93.9,Bi-weekly,0.81,631-46-7929,92 Arrowood Parkway,Yingcui,,,763-219-6805,Phip Caghy,917-416-1439,Divorced,Phip Caghy,10,High School,46,1.01,false,true
542,Helenka,Grinley,12/11/1950,Transmasculine,Asian,Software Test Engineer II,Business Development,1/7/2014,9/18/2010,180676.44,99.7,72.9,Weekly,0.23,552-11-9155,0822 Laurel Pass,Ipoh,PRK,30506,486-939-0231,Helenka Grinley,239-519-5773,Single,Helenka Grinley,5,Associate's Degree,36,1.36,true,true
543,Leelah,Greenleaf,5/4/1954,Non-binary,Other,Senior Developer,Support,3/27/2008,2/21/2021,181543.88,51.05,54.22,Monthly,0.55,883-12-9128,05 John Wall Junction,Tangkanpulit,,,647-862-0119,Leelah Greenleaf,649-412-0099,Widowed,Leelah Greenleaf,2,Associate's Degree,26,1.24,true,true
544,Afton,Brissard,4/11/1978,Transsexual Man,Other,Research Associate,Services,11/16/2004,2/25/2009,157440.85,29.05,68.31,Monthly,0.6,615-46-6245,93 Ridgeview Circle,Huanchaco,,,386-224-6807,Afton Brissard,880-880-8475,Single,Afton Brissard,10,Master's Degree,2,2.51,true,true
545,Auberta,Oxbe,8/20/1967,Trans Male,Other,Account Coordinator,Engineering,7/11/2021,7/29/2013,39663.31,80.72,40.25,Bi-weekly,0.11,765-34-1672,329 Mockingbird Terrace,Chigorodó,,057418,248-854-5755,Auberta Oxbe,582-600-2921,Married,Auberta Oxbe,7,High School,21,3.34,true,false
546,Leigh,Dudson,11/25/1951,Cisgender Female,White,Actuary,Sales,11/13/2005,2/5/2014,61613.09,16.56,29.44,Monthly,0.62,880-35-8061,485 Hazelcrest Place,Soure,06,3130-199,164-101-3924,Leigh Dudson,684-428-3396,Widowed,Leigh Dudson,0,High School,16,1.53,false,true
547,Bud,Scrowson,3/3/1964,Gender Variant,Asian,VP Sales,Product Management,10/2/2014,12/13/2012,102839.46,14.25,25.45,Weekly,0.54,624-75-0892,99047 Buell Trail,Chalamarca,,,775-430-1863,Bud Scrowson,531-368-5449,Widowed,Bud Scrowson,2,Associate's Degree,4,3.0,true,true
548,Tobi,Conichie,1/3/1992,Transgender Male,Black,Programmer IV,Accounting,5/5/2010,7/15/2008,173110.95,43.86,39.67,Bi-weekly,0.81,452-94-3376,06 Kingsford Avenue,Huangjia,,,169-364-1679,Tobi Conichie,367-649-2007,Married,Tobi Conichie,5,High School,5,2.82,true,true
549,Fanechka,Kenworthey,1/29/1958,Gender Fluid,Black,Senior Financial Analyst,Legal,2/11/2005,3/25/2013,81040.48,58.37,49.83,Weekly,0.48,227-26-8619,261 Sutteridge Drive,Porangatu,,76550-000,637-327-7092,Fanechka Kenworthey,896-541-7622,Divorced,Fanechka Kenworthey,7,Associate's Degree,33,3.8,false,true
550,Alexis,Turneux,11/11/1963,Transgender Female,White,Librarian,Accounting,4/17/2005,10/27/2018,141396.87,17.87,11.53,Weekly,0.29,527-75-4313,85986 Aberg Plaza,Pocito,,6430,795-445-2412,Alexis Turneux,387-735-8647,Divorced,Alexis Turneux,2,Doctorate,3,3.97,false,true
551,Aila,Lorkin,6/17/1992,Trans Woman,White,Tax Accountant,Human Resources,5/1/2001,9/14/2012,55650.57,41.4,96.01,Bi-weekly,0.2,580-15-3138,09113 Acker Hill,Monastyryshche,,,419-498-0307,Aila Lorkin,396-204-2961,Widowed,Aila Lorkin,10,High School,4,4.2,true,true
552,Sibella,Woolf,11/12/1994,Trans Person,White,Nuclear Power Engineer,Support,12/11/2018,10/26/2016,105912.47,86.35,95.31,Weekly,0.04,149-83-5397,3 Kedzie Parkway,Akron,OH,44310,330-747-8400,Sibella Woolf,966-802-2592,Divorced,Sibella Woolf,2,Associate's Degree,16,3.72,true,true
553,Roanne,Gowenlock,9/24/1972,Transsexual Man,Black,Associate Professor,Human Resources,11/14/2004,4/11/2020,69809.08,59.58,92.31,Weekly,0.56,480-19-0285,153 Mallory Terrace,Brejo da Madre de Deus,,55170-000,437-622-8270,Roanne Gowenlock,708-130-1024,Single,Roanne Gowenlock,4,Associate's Degree,0,1.94,false,true
554,Ericka,Clemenson,3/5/1958,Neutrois,Black,Staff Accountant III,Support,2/15/2004,2/2/2016,33698.16,74.84,17.7,Weekly,0.04,657-45-8213,7134 Michigan Terrace,Chlói,,,921-245-7449,Ericka Clemenson,417-988-3120,Divorced,Ericka Clemenson,1,Doctorate,11,2.61,false,true
555,Phip,Orcott,11/12/1985,Genderqueer,Asian,Information Systems Manager,Support,5/17/2012,8/23/2014,125525.1,63.51,16.54,Weekly,0.83,633-95-7596,8669 Dexter Center,Tiouli,,,418-524-5644,Phip Orcott,934-499-0166,Divorced,Phip Orcott,2,Master's Degree,30,1.09,true,false
556,Vidovic,Fredi,9/18/1966,Transsexual,White,Administrative Officer,Engineering,2/24/2008,1/7/2017,182148.69,48.65,85.58,Bi-weekly,0.85,101-18-4978,1 Sugar Crossing,Qukou,,,800-351-7639,Vidovic Fredi,302-416-7330,Single,Vidovic Fredi,0,Master's Degree,35,2.35,false,false
557,Tally,Beig,1/8/1999,Trans Female,White,Director of Sales,Support,5/11/2004,7/6/2013,167359.68,44.62,47.86,Weekly,0.39,725-01-6075,80266 Hallows Street,Kokubunji,,952-0304,715-416-8718,Tally Beig,436-135-6795,Divorced,Tally Beig,1,Bachelor's Degree,20,3.88,true,false
558,Ingemar,Maddick,10/26/1999,Transgender Female,Black,Administrative Assistant I,Engineering,8/27/2001,2/4/2007,32327.9,96.89,94.59,Weekly,0.27,841-65-5659,18380 Algoma Avenue,Trondheim,16,7455,644-997-5469,Ingemar Maddick,408-195-1815,Widowed,Ingemar Maddick,3,Doctorate,49,1.69,true,true
559,Alva,Housam,1/17/1951,FTM,Black,Recruiter,Legal,6/15/2016,4/10/2003,70003.55,41.49,36.15,Weekly,0.94,559-56-8783,4 Summerview Road,Mijiang,,,941-492-3430,Alva Housam,444-426-2192,Widowed,Alva Housam,10,Bachelor's Degree,39,4.68,false,false
560,Tobit,Weedenburg,4/9/1973,Cisgender,White,Account Representative II,Business Development,4/29/2006,6/24/2009,161069.52,28.75,80.2,Weekly,0.71,659-62-3142,7255 Continental Pass,Tayu,,,435-588-9195,Tobit Weedenburg,526-992-7426,Married,Tobit Weedenburg,7,Associate's Degree,23,3.91,true,true
561,Zacharie,Origan,8/3/1965,Cis Woman,Black,Help Desk Operator,Sales,6/21/2007,3/4/2013,148919.04,36.53,31.32,Weekly,0.49,445-54-0646,8 Old Shore Point,Zhiqu,,,682-880-9611,Zacharie Origan,429-539-2304,Widowed,Zacharie Origan,6,Master's Degree,31,1.06,true,true
562,Nikita,Leband,4/20/1973,Cis Female,Other,Sales Associate,Engineering,5/21/2009,4/28/2000,27765.86,10.94,14.22,Bi-weekly,0.72,748-07-9193,87 Forest Run Parkway,Jaroměřice,,569 44,122-696-1088,Nikita Leband,317-745-8627,Widowed,Nikita Leband,2,Associate's Degree,15,2.97,true,true
563,Alyosha,Gross,6/24/1989,Genderqueer,White,Mechanical Systems Engineer,Support,4/19/2015,6/8/2015,50187.45,67.1,69.19,Bi-weekly,0.17,486-45-4428,79128 Ridgeway Hill,Imider,,,827-119-2990,Alyosha Gross,514-838-6602,Single,Alyosha Gross,0,High School,44,3.45,false,false
564,Lonni,Redmond,8/3/1995,Transsexual Female,White,Physical Therapy Assistant,Research and Development,2/16/2019,12/20/2006,39086.76,31.89,51.22,Bi-weekly,0.11,457-83-7177,5 Sunbrook Point,Sakhipur,,1950,819-476-6111,Lonni Redmond,971-687-2325,Widowed,Lonni Redmond,1,Associate's Degree,50,3.96,true,false
565,Lyda,Haack,8/22/1978,Androgyne,Other,Administrative Officer,Training,4/22/2016,6/17/2016,111306.87,25.16,39.9,Monthly,0.05,211-77-7284,335 Parkside Road,Rio Formoso,,55570-000,629-564-1803,Lyda Haack,802-798-3279,Single,Lyda Haack,9,Doctorate,4,4.6,false,true
566,Amelina,Youngs,10/25/1950,Transgender,Asian,Tax Accountant,Business Development,8/16/2018,2/15/2015,82797.02,60.51,11.54,Weekly,0.19,630-58-5216,60 Schiller Junction,Paris 08,A8,75367 CEDEX 08,803-351-1173,Amelina Youngs,597-525-8702,Married,Amelina Youngs,7,High School,38,2.68,false,true
567,Vale,Roubeix,7/10/1979,Transmasculine,Asian,Electrical Engineer,Product Management,2/10/2013,11/28/2000,92478.61,24.96,63.49,Bi-weekly,0.38,680-59-6194,864 Merrick Parkway,Žirovnice,,394 68,999-637-6057,Vale Roubeix,360-821-7656,Widowed,Vale Roubeix,9,Bachelor's Degree,21,3.36,true,false
568,Charlene,Wands,4/5/1954,Trans Male,Hispanic,Senior Developer,Research and Development,7/9/2005,9/18/2017,179732.6,44.27,49.46,Bi-weekly,0.18,674-09-1589,8 Melby Parkway,Huiyi,,,504-842-0137,Charlene Wands,470-176-3039,Single,Charlene Wands,5,Master's Degree,50,3.5,true,true
569,Avie,McCue,11/23/1987,Transfeminine,Hispanic,Biostatistician IV,Support,2/3/2020,8/6/2012,57159.67,84.69,82.45,Weekly,0.44,703-81-3305,11 Heath Hill,Muritiba,,44340-000,215-278-3160,Avie McCue,677-465-9098,Widowed,Avie McCue,5,Associate's Degree,0,3.8,false,false
570,Gaylord,Hans,8/14/1951,Gender Fluid,Black,Environmental Specialist,Engineering,8/14/2003,2/21/2016,189394.95,84.21,29.57,Bi-weekly,0.46,411-85-5586,23 Steensland Alley,Helixi,,,435-860-6471,Gaylord Hans,813-191-7442,Divorced,Gaylord Hans,1,Associate's Degree,46,1.96,false,true
571,Nesta,Chubb,8/18/2000,Trans,Asian,Physical Therapy Assistant,Training,4/15/2007,4/4/2004,24903.16,53.1,17.45,Monthly,0.13,740-62-9418,68 Forest Pass,Partizan,,301635,891-972-1676,Nesta Chubb,639-869-2390,Divorced,Nesta Chubb,2,Bachelor's Degree,3,3.2,false,false
572,Cate,Marryatt,2/18/1968,Trans Woman,Hispanic,Social Worker,Engineering,3/16/2021,7/1/2002,181978.94,11.46,83.8,Monthly,0.63,796-84-0942,40 Erie Trail,Laï,,,183-760-3643,Cate Marryatt,719-123-0307,Married,Cate Marryatt,7,Master's Degree,1,1.18,true,true
573,Phyllida,Roseblade,4/19/1991,Transgender Male,Black,Developer III,Engineering,6/27/2010,4/28/2012,55326.55,67.06,30.25,Weekly,0.22,680-80-7626,1 Meadow Ridge Plaza,Kristiansand S,10,4663,712-811-6629,Phyllida Roseblade,126-436-4150,Married,Phyllida Roseblade,10,Bachelor's Degree,37,4.41,false,true
574,Sylas,Blenkhorn,9/25/1984,Agender,Other,Dental Hygienist,Legal,3/26/2008,9/5/2005,40681.02,61.92,98.56,Bi-weekly,0.56,369-38-1399,1 Sullivan Circle,Alderetes,,4178,173-723-8452,Sylas Blenkhorn,975-863-5631,Divorced,Sylas Blenkhorn,2,Associate's Degree,28,4.59,false,true
575,Rafe,Sirmon,9/25/2001,Gender Fluid,Other,Paralegal,Training,7/25/2020,8/13/2010,172832.51,92.26,55.13,Bi-weekly,0.08,499-89-7075,2187 Talmadge Pass,Pszczyna,,43-200,193-185-2085,Rafe Sirmon,998-187-0183,Divorced,Rafe Sirmon,4,Associate's Degree,2,4.51,false,true
576,Lindy,Middleweek,5/4/1978,Cisgender Man,Other,Environmental Tech,Research and Development,8/22/2013,10/19/2004,64012.63,74.57,20.2,Bi-weekly,0.66,259-23-7539,2818 Sheridan Place,Sakai,,999-2256,888-701-6951,Lindy Middleweek,403-813-3258,Married,Lindy Middleweek,9,Associate's Degree,26,3.7,false,true
577,Mil,Tattersfield,2/9/1963,Female to Male,Other,Senior Financial Analyst,Marketing,11/3/2010,1/2/2007,48165.62,31.26,84.01,Bi-weekly,0.0,198-73-2303,5 Canary Lane,Qarāwat Banī Zayd,,,497-614-2570,Mil Tattersfield,666-372-9730,Single,Mil Tattersfield,9,High School,15,1.82,false,true
578,Binnie,Durrell,11/20/1976,Pangender,Hispanic,Graphic Designer,Marketing,4/8/2013,3/30/2012,102042.09,16.88,15.0,Weekly,0.77,173-11-3234,9755 Ronald Regan Center,Huanggang,,,251-603-7833,Binnie Durrell,108-796-8260,Single,Binnie Durrell,1,Doctorate,28,3.06,true,true
579,Jasun,Sandal,4/1/1978,Cis Female,Hispanic,Product Engineer,Sales,1/22/2017,9/19/2016,121352.89,44.03,30.83,Weekly,0.5,339-21-7867,65622 Charing Cross Trail,Verkhnya Syrovatka,,,667-393-2759,Jasun Sandal,292-386-5593,Widowed,Jasun Sandal,7,Associate's Degree,15,1.2,true,false
580,Viv,Rutledge,4/21/1962,Cisgender Male,Hispanic,Business Systems Development Analyst,Product Management,11/29/2002,9/21/2005,122441.7,80.03,79.59,Weekly,0.16,413-79-3555,812 Anniversary Point,Disina,,,514-467-1874,Viv Rutledge,915-798-2026,Divorced,Viv Rutledge,1,Master's Degree,48,3.02,false,true
581,Tove,Henryson,12/5/1973,Transsexual,Hispanic,Sales Representative,Engineering,9/19/2015,7/1/2017,191951.05,78.91,16.03,Bi-weekly,0.98,311-34-0056,62 South Avenue,Bacnor East,,3813,959-284-8434,Tove Henryson,153-828-8992,Married,Tove Henryson,4,Bachelor's Degree,1,4.82,false,false
582,Rickard,Pickle,12/5/1950,Cis Woman,Other,Human Resources Manager,Legal,11/8/2006,8/27/2007,47943.23,18.86,15.56,Weekly,0.89,882-78-8217,3 Hanson Pass,Xibing,,,987-193-6610,Rickard Pickle,447-151-1003,Single,Rickard Pickle,6,Associate's Degree,29,3.37,false,false
583,Conny,Faudrie,2/10/1994,Female to Male,Asian,Automation Specialist IV,Accounting,11/5/2014,12/17/2019,85756.83,69.89,60.09,Bi-weekly,0.5,703-62-0894,7011 Packers Point,Froly,,614532,688-857-4886,Conny Faudrie,386-724-2930,Single,Conny Faudrie,2,High School,30,1.01,false,true
584,Diane,Jeanesson,11/10/2002,Cisgender Female,White,Senior Quality Engineer,Training,10/9/2006,11/16/2004,173145.12,85.98,81.35,Weekly,0.41,121-67-9511,29 Spenser Hill,Siluman,,,872-508-6354,Diane Jeanesson,731-315-5649,Married,Diane Jeanesson,5,High School,0,3.24,true,false
585,Jany,Ferreres,2/11/1988,Androgynous,White,Graphic Designer,Training,1/24/2018,7/25/2020,77500.08,64.43,83.77,Monthly,0.55,391-32-4926,225 Eggendart Junction,Saidpur,,5311,652-771-3296,Jany Ferreres,352-402-3293,Divorced,Jany Ferreres,5,Associate's Degree,19,3.82,false,true
586,Faustine,Strothers,9/2/1963,Non-binary,White,VP Sales,Support,11/25/2016,3/18/2018,42826.35,60.33,25.02,Monthly,0.93,161-39-6940,534 David Hill,Pleshanovo,,461150,445-741-0421,Faustine Strothers,844-926-2504,Married,Faustine Strothers,1,Bachelor's Degree,0,2.05,false,false
587,Maye,Graeber,7/4/1990,Cisgender Female,Hispanic,Tax Accountant,Research and Development,1/25/2014,3/30/2011,90028.56,17.54,92.86,Monthly,0.27,796-03-5575,6 Sachs Center,Nyandoma,,164200,203-419-3001,Maye Graeber,345-744-5600,Widowed,Maye Graeber,3,Associate's Degree,21,2.72,false,false
588,Berton,Killick,5/1/1989,Cis Man,White,Recruiting Manager,Accounting,2/25/2006,3/17/2010,86565.39,30.59,12.85,Bi-weekly,0.49,212-31-3260,3709 Doe Crossing Parkway,Dedenëvo,,141860,700-574-3130,Berton Killick,781-647-4054,Single,Berton Killick,9,Associate's Degree,48,4.84,false,true
589,Broddie,Cuseck,11/26/1997,Transgender Man,Other,Programmer Analyst II,Services,4/19/2018,11/8/2013,155984.96,94.86,64.1,Weekly,0.04,435-31-6078,93 3rd Road,Changyŏn,,,126-786-2801,Broddie Cuseck,319-981-9841,Single,Broddie Cuseck,5,Master's Degree,36,4.81,false,true
590,Gib,Oade,5/6/1961,Intersex,Asian,Senior Quality Engineer,Human Resources,6/22/2007,2/2/2014,151999.51,95.82,58.59,Weekly,0.59,223-37-7761,1620 Brickson Park Point,Dangcalan,,4715,875-128-9307,Gib Oade,743-944-0658,Widowed,Gib Oade,4,Master's Degree,20,4.94,true,false
591,Madlen,Simioli,10/11/1970,Intersex,Other,Nurse Practicioner,Marketing,5/25/2002,7/4/2009,89911.56,58.72,63.34,Bi-weekly,0.9,447-64-3668,7659 Texas Drive,Kuala Lumpur,KUL,50490,706-315-1529,Madlen Simioli,988-538-1805,Married,Madlen Simioli,0,Master's Degree,30,4.71,true,true
592,Phoebe,Wyeld,9/5/1971,Two-Spirit,Asian,Statistician III,Support,12/23/2019,11/22/2007,112307.92,32.82,35.65,Weekly,0.9,114-53-2188,9 Manley Trail,Machinga,,,866-596-9580,Phoebe Wyeld,230-920-1565,Married,Phoebe Wyeld,4,Master's Degree,8,3.85,false,false
593,Michel,Treleven,7/19/1977,Transsexual Female,Other,Software Test Engineer IV,Accounting,9/13/2004,3/3/2009,85233.97,78.55,22.63,Weekly,0.0,378-91-5934,379 Oak Valley Park,Versailles,A8,78014 CEDEX,505-857-5958,Michel Treleven,398-516-5788,Single,Michel Treleven,6,High School,42,1.36,false,false
594,Freeman,Aluard,1/26/1970,Intersex,Asian,Senior Sales Associate,Sales,11/9/2004,3/22/2002,54519.29,96.71,81.59,Bi-weekly,0.26,514-49-0986,9 Jenifer Lane,Rocky Mountain House,AB,T4T,467-584-6156,Freeman Aluard,149-732-0186,Widowed,Freeman Aluard,8,Associate's Degree,22,2.79,true,true
595,Marshall,Elflain,5/17/1951,Cis,White,Structural Analysis Engineer,Accounting,12/30/2009,7/10/2000,149172.43,83.36,87.48,Weekly,0.32,788-23-1491,84797 Mifflin Street,Holice,,783 71,363-781-0024,Marshall Elflain,804-335-0488,Divorced,Marshall Elflain,0,Master's Degree,13,4.75,true,true
596,Nannie,Tuvey,2/14/1960,Cis Female,Hispanic,VP Product Management,Sales,7/17/2004,12/24/2017,132153.73,13.8,83.88,Weekly,0.79,872-93-4510,27220 American Park,Az Zarqā,,,120-910-4147,Nannie Tuvey,196-622-0982,Widowed,Nannie Tuvey,2,Master's Degree,9,1.61,true,true
597,Barnie,Giovannelli,5/17/1992,Cisgender Male,White,VP Quality Control,Marketing,1/19/2014,12/23/2011,24760.99,76.03,32.24,Monthly,0.6,378-36-4917,900 Riverside Parkway,Granada,,5046,953-808-2638,Barnie Giovannelli,929-571-5554,Single,Barnie Giovannelli,6,Bachelor's Degree,46,1.36,true,true
598,Estella,Murname,6/22/1974,Trans Man,Asian,Design Engineer,Marketing,10/29/2007,3/5/2005,155556.4,88.72,25.57,Weekly,0.4,132-71-6114,61 Heath Avenue,Sampangan,,,117-338-8912,Estella Murname,600-517-3231,Divorced,Estella Murname,6,Associate's Degree,16,4.02,false,true
599,Emanuele,Dellenty,9/7/1976,Two-Spirit,Asian,Senior Sales Associate,Legal,1/7/2018,1/23/2019,193372.37,65.13,30.25,Weekly,0.42,270-73-2189,13 Old Shore Center,Enyerhyetykaw,,,845-679-2107,Emanuele Dellenty,665-336-5950,Married,Emanuele Dellenty,10,Bachelor's Degree,28,3.83,false,false
600,Philipa,Vauter,5/26/1990,Cis Woman,Other,General Manager,Support,2/20/2008,8/21/2003,69767.66,32.32,74.33,Monthly,0.86,321-67-3260,384 Glendale Alley,Palmasola,,,420-265-5438,Philipa Vauter,424-979-6412,Divorced,Philipa Vauter,7,High School,31,2.19,true,false
601,Carlin,Barnfield,4/14/1950,Bigender,Other,Systems Administrator I,Support,10/26/2005,3/8/2008,182629.59,50.78,38.17,Monthly,0.01,402-70-2022,9724 Mifflin Trail,Bulbul,,,889-595-3377,Carlin Barnfield,573-500-9393,Widowed,Carlin Barnfield,0,High School,24,3.64,true,false
602,Maurizia,Medgewick,8/14/1989,Transgender Female,Hispanic,Social Worker,Support,2/17/2012,8/24/2000,49129.37,58.03,39.31,Weekly,0.8,105-13-1833,203 Welch Terrace,Shanghudi,,,402-576-4660,Maurizia Medgewick,129-327-6784,Single,Maurizia Medgewick,9,Master's Degree,8,4.63,false,false
603,Ileane,Ronchi,12/22/1951,Genderqueer,Hispanic,Director of Sales,Accounting,2/17/2019,2/18/2021,74408.22,10.42,42.07,Bi-weekly,0.05,643-67-3066,9 Tennyson Lane,Chãos,16,4960-160,569-868-5248,Ileane Ronchi,478-271-2768,Married,Ileane Ronchi,1,Bachelor's Degree,2,1.28,true,false
604,Sumner,Bawme,5/29/1989,Transgender Woman,Hispanic,Accountant II,Services,8/24/2013,3/2/2009,131223.05,71.1,33.27,Monthly,0.81,416-83-2701,1469 Buell Center,Pshekhskaya,,352604,149-707-7038,Sumner Bawme,490-967-6367,Divorced,Sumner Bawme,4,Master's Degree,49,1.86,true,true
605,Florencia,Feetham,1/3/1964,Transsexual Person,Asian,Structural Engineer,Training,10/26/2006,12/9/2016,64814.24,63.6,54.04,Weekly,0.92,298-96-3053,72 Clarendon Alley,Kołaczyce,,38-213,244-460-8641,Florencia Feetham,308-672-1934,Widowed,Florencia Feetham,2,High School,2,3.37,true,false
606,Eduard,Lowerson,8/28/1988,Transgender,Other,Computer Systems Analyst III,Engineering,7/25/2013,3/24/2010,28156.94,17.57,47.93,Monthly,0.55,456-64-8751,34837 Dixon Park,Ningchegu,,,426-540-3709,Eduard Lowerson,998-130-9845,Widowed,Eduard Lowerson,10,Bachelor's Degree,21,2.96,true,true
607,Devin,Wetherick,11/29/1990,Cis,Asian,Account Representative II,Support,11/7/2015,10/7/2000,94066.73,38.73,34.78,Monthly,0.86,657-11-3933,4 Bonner Road,Árta,,,196-255-1699,Devin Wetherick,216-332-0245,Widowed,Devin Wetherick,2,Bachelor's Degree,43,4.11,false,false
608,Fabien,Ucceli,5/25/1995,Trans Male,Hispanic,VP Product Management,Training,7/17/2005,2/17/2009,82040.85,84.6,82.04,Bi-weekly,0.25,359-08-8033,55430 Loeprich Crossing,L'Île-Perrot,QC,H9X,729-654-0569,Fabien Ucceli,998-385-2176,Widowed,Fabien Ucceli,3,Associate's Degree,49,1.97,true,false
609,Verna,Pray,5/23/1982,Transgender Man,White,Software Consultant,Training,2/15/2021,9/27/2002,163057.39,91.66,51.41,Bi-weekly,0.93,753-17-2343,62226 Reindahl Street,Aqsay,,,791-472-3367,Verna Pray,467-758-4530,Married,Verna Pray,9,Master's Degree,44,2.3,false,false
610,Selene,Weedon,8/8/2001,Transsexual Man,Hispanic,Developer III,Accounting,12/2/2000,2/1/2016,35054.72,92.43,73.94,Bi-weekly,0.46,683-56-8539,17 Gina Point,Chaplygin,,399903,794-861-0850,Selene Weedon,696-502-9783,Widowed,Selene Weedon,2,Doctorate,36,1.28,true,false
611,Batholomew,Domelow,5/4/1989,Transmasculine,Asian,Director of Sales,Sales,2/21/2020,8/16/2016,91265.85,63.29,84.22,Monthly,0.27,777-84-1320,9205 Manufacturers Lane,Xinli,,,691-144-2091,Batholomew Domelow,558-723-7034,Married,Batholomew Domelow,9,Doctorate,41,4.36,true,true
612,Huey,Staker,3/17/1951,Cis Man,Asian,Assistant Manager,Services,3/10/2011,2/27/2021,73891.33,21.6,12.38,Monthly,0.01,160-05-6023,44 Chive Parkway,Saijō,,793-0213,315-524-5739,Huey Staker,336-486-9721,Widowed,Huey Staker,2,Master's Degree,38,4.75,false,false
613,Benson,Martlew,10/5/1965,Gender Questioning,Other,Staff Scientist,Engineering,11/6/2010,5/15/2004,24305.75,97.45,42.59,Weekly,0.48,751-33-2860,3844 Eastwood Parkway,Bira,,679130,282-976-6553,Benson Martlew,422-555-8941,Married,Benson Martlew,4,Bachelor's Degree,41,4.33,true,false
614,Kassia,Sivell,10/29/1968,Neutrois,Asian,Environmental Specialist,Legal,6/24/2021,6/10/2020,167109.93,26.38,60.11,Weekly,0.61,763-36-1972,30 Prentice Crossing,Conchopata,,,286-747-6074,Kassia Sivell,319-616-0165,Divorced,Kassia Sivell,6,Bachelor's Degree,11,4.75,true,true
615,Garret,Marrow,5/18/1955,Trans Person,Black,Analyst Programmer,Services,4/8/2011,7/26/2017,189797.21,74.0,82.25,Monthly,0.56,842-72-1022,06937 Marquette Place,Bataiporã,,36980-000,632-576-8632,Garret Marrow,277-810-0726,Divorced,Garret Marrow,5,Doctorate,5,1.48,false,false
616,Dolli,Brambell,8/17/1986,Agender,Hispanic,Executive Secretary,Legal,9/16/2003,6/11/2015,67565.8,55.04,68.29,Monthly,0.2,758-05-7213,55859 Toban Center,Non Sung,,30160,287-257-2418,Dolli Brambell,267-870-3100,Widowed,Dolli Brambell,7,Associate's Degree,4,2.64,true,false
617,Michaella,Allanson,5/27/1972,Trans Male,Hispanic,Help Desk Operator,Sales,6/26/2013,6/19/2020,74766.32,57.42,28.23,Bi-weekly,0.03,812-83-3000,6 Doe Crossing Way,Kuty,,,635-621-6924,Michaella Allanson,130-788-1030,Divorced,Michaella Allanson,9,Master's Degree,20,1.22,true,false
618,Jacky,Mawby,12/11/1995,Cisgender Male,White,Desktop Support Technician,Sales,9/24/2017,9/24/2002,150284.98,56.22,13.23,Weekly,0.85,369-64-7278,22 Kingsford Road,Xinhang,,,452-155-3692,Jacky Mawby,899-971-8775,Married,Jacky Mawby,9,Associate's Degree,34,2.4,false,true
619,Morris,O'Hanley,9/12/1952,Gender Fluid,White,Assistant Professor,Human Resources,5/25/2020,10/6/2006,144848.63,77.05,21.72,Weekly,0.82,797-17-5564,08 Ludington Hill,Aş Şalw,,,668-705-6486,Morris O'Hanley,748-719-4479,Widowed,Morris O'Hanley,9,Doctorate,12,2.26,false,true
